Wall time,Step,Value
1657221084.028136,0,3.460115671157837
1657222056.784219,1,2.9628944396972656
1657222979.455784,2,2.7107980251312256
1657223889.098284,3,2.54866623878479
1657224798.439332,4,2.4025847911834717
1657225708.085734,5,2.236896514892578
1657226616.899548,6,2.1618146896362305
1657227526.953247,7,2.093355417251587
1657228435.895876,8,2.023480176925659
1657229346.3348072,9,1.8791080713272095
1657230256.157711,10,1.856123447418213
1657231166.1308732,11,1.8274850845336914
1657232075.952253,12,1.741966962814331
1657232985.139596,13,1.6703546047210693
1657233893.00512,14,1.618394374847412
1657234803.003274,15,1.6352773904800415
1657235712.701658,16,1.5418413877487183
1657236622.073325,17,1.4917014837265015
1657237531.278603,18,1.4534451961517334
1657238441.195628,19,1.446212649345398
1657239352.072097,20,1.392599105834961
1657240261.919912,21,1.30427086353302
1657241171.866232,22,1.2489042282104492
1657242082.681967,23,1.2211320400238037
1657242992.847361,24,1.1751354932785034
1657243902.773966,25,1.128555417060852
1657244811.658533,26,1.1039806604385376
1657245721.300806,27,1.0658247470855713
1657246631.429521,28,1.0437037944793701
1657247542.208256,29,0.9920144081115723
1657248451.492285,30,1.014345645904541
1657249361.355173,31,0.956008791923523
1657250270.287759,32,0.9429869055747986
1657251180.252297,33,0.9284137487411499
1657252090.139324,34,0.8710037469863892
1657252999.029043,35,0.8730893731117249
1657253908.457657,36,0.8493456840515137
1657254818.35861,37,0.8251863718032837
1657270017.607482,38,0.7754591703414917
1657270927.293454,39,0.7777087688446045
1657271836.391247,40,0.7451653480529785
1657272746.915172,41,0.7453585863113403
1657273656.0165887,42,0.7364985346794128
1657274565.250925,43,0.6997858285903931
1657275475.612581,44,0.6932960152626038
1657276384.561224,45,0.6711276769638062
1657277294.362887,46,0.6631251573562622
1657278203.999018,47,0.6353349089622498
1657279113.921899,48,0.6261339783668518
1657280022.5275068,49,0.6082449555397034
1657289909.218091,50,0.6165494322776794
1657290840.444545,51,0.5862355828285217
1657291784.892993,52,0.5896400213241577
1657292690.136019,53,0.5565729737281799
1657293594.983558,54,0.5572034120559692
1657294498.967802,55,0.5618248581886292
1657295403.133095,56,0.41091468930244446
1657296308.959891,57,0.34444254636764526
1657297213.552429,58,0.3174428641796112
1657298117.540871,59,0.29204681515693665
1657299022.1371598,60,0.274093359708786
1657299926.009415,61,0.25942277908325195
1657300928.892911,62,0.24733558297157288
1657301830.5491729,63,0.23449815809726715
1657311035.293277,64,0.2229607105255127
1657312070.037655,65,0.2142578810453415
1657312995.574933,66,0.20509104430675507
1657313910.515942,67,0.20135384798049927
1657314824.505298,68,0.19592496752738953
1657315739.624209,69,0.18963178992271423
1657316653.609939,70,0.18533937633037567
1657317566.734983,71,0.17876474559307098
1657318481.71646,72,0.17253455519676208
1657319397.089331,73,0.1736028641462326
1657320310.915774,74,0.16617561876773834
1657321224.953119,75,0.15952031314373016
1657322138.611823,76,0.15884463489055634
1657323052.579517,77,0.1534895896911621
1657323967.255956,78,0.150478333234787
1657324881.4849,79,0.1507815718650818
1657325796.177933,80,0.14216873049736023
1657326711.468654,81,0.1466801017522812
1657327625.498822,82,0.14071260392665863
1657328539.287682,83,0.13864444196224213
1657329454.2719023,84,0.13865143060684204
1657330368.782527,85,0.13314175605773926
1657331282.752841,86,0.13274332880973816
1657332197.109494,87,0.13160863518714905
1657333109.945587,88,0.12493735551834106
1657334023.277657,89,0.1280726045370102
1657334936.863132,90,0.1261601448059082
1657335851.1786733,91,0.11766080558300018
1657336765.034484,92,0.11515162885189056
1657337678.445063,93,0.1159525141119957
1657338592.689086,94,0.11642259359359741
1657339506.887298,95,0.11264625191688538
1657340420.546582,96,0.11024320125579834
1657341334.6904798,97,0.1120656430721283
1657342248.697745,98,0.11064500361680984
1657343162.511514,99,0.11326111853122711
